pH,Temperature,Turbidity,Dissolved_Oxygen,,,,,,,,,,,,,,,,,,,,,,
7.6,9.6,37,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.6,35.6,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.6,35.9,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.6,36.5,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.6,36.7,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.6,35.6,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.6,34.6,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.6,34.6,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.6,35.4,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,36.3,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,35,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,35.2,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,34.4,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,34.1,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,35.2,10.9,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,33.4,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,35.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,35.4,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,31.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,34.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,32.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,35.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,33.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,33.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,34.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,33,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,35.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,34.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,34.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,35.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,35.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,34.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,35,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,34.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,34.4,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,32.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,34.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,32.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,34.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,33.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,33.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,33.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,33.4,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,33,10.8,,,,,,,,,,,,,,,,,,,,,,
7.5,9.8,33.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.5,9.8,34.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.5,9.8,34.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,32.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,33.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,33.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,33.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,34.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,32.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.5,9.7,34.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,34,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,33.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,32.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,33.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,33.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,32.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,34,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,32.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,34.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,34.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,32.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,33.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,33.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,33.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.7,31.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,32,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,33.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,34.2,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,32.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,31.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,32.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,32,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,31.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,32.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,31.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,32,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,31.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,31.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,31,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,30.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,32.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,32.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,32.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,33,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,32,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,32.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,32.3,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.9,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,32,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.8,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.6,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.5,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.7,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30.1,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,10,28.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29,10.8,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10,28.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10,28.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30.1,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.6,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.9,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.3,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.5,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.4,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.7,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.2,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.8,10.7,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.5,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10,31.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10,28.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.5,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10,32.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30.3,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.5,9.9,30.3,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.5,9.9,30.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.5,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,30.3,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,31.1,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,29.5,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,30.1,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,29.5,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.8,29.1,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,28.9,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.3,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,28.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.4,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.5,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.1,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.2,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.7,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,28.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.3,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.8,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.3,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.6,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.5,10.6,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,29.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,31.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,9.9,30.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,31.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,31,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,28.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,29.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10,30.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,28.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,33.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,33,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,33.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,32,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,29.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,30.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.1,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,32,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.7,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,31.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,30.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,30.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,32.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,32.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,31.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,32.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,32.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,31.4,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,31.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,32.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,31.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,31.2,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,31.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,32.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.3,31.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.1,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.3,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,32.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,32,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.9,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,32.8,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.6,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,32.5,10.5,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,32.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,32.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,32.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,33,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,29.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.2,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.1,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.8,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,29.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,29.4,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.9,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,29.8,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,29.7,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,31.3,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.6,10.4,,,,,,,,,,,,,,,,,,,,,,
7.6,10.2,30.6,10.4,,,,,,,,,,,,,,,,,,,,,,
